Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
30/1/2025,24/1/2025,N-ESKP,WOB00638,- None -,NV | GA057A White Birch Gloss,STOCK - GRILLE,1,5,0,0,0,22.54
30/1/2025,24/1/2025,N-ESKP,WOB00649,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | GK030A Hawthorn Green Gloss,- None -,1,5,0,0,0,2.4
30/1/2025,24/1/2025,N-ESKP,WOB00650,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | 272-3088S Paperbark Satin,- None -,2,16,0,0,0,13.87
30/1/2025,24/1/2025,N-ESKP,WOB00658,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | 272-88480 Blue Ridge Satin *,- None -,9,17,0,0,0,14.84
30/1/2025,24/1/2025,N-ESKP,WOB00660,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | 272-7257S Ironstone Satin *,- None -,4,9,0,0,0,6.59
30/1/2025,24/1/2025,N-ESKP,WOB00662,C00650 PRESTIGE HOME SOLUTIONS PTY LTD,NV | 272-51272 Anotec Silver Grey Matt,- None -,7,10,0,0,0,9.59
30/1/2025,24/1/2025,N-ESKP,WOB00666,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,3,9,0,0,0,14.26
30/1/2025,24/1/2025,N-ESKP,WOB00671,C00230 LECO ALUMINIUM (LE ALUMINIUM PTY LTD T/A),NV | 272-9066M Monument Matt,- None -,24,96,0,0,0,194.58
30/1/2025,24/1/2025,N-ESKP,WOB00675,C00869 TAMWORTH GLASS PTY LTD,NV | 272-2266M Surfmist Matt *,- None -,1,3,0,0,0,1.95
30/1/2025,24/1/2025,N-ESKP,WOB00676,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 90Z-9202M Zeus Black Matt,- None -,5,12,0,0,0,19.24
30/1/2025,24/1/2025,N-ESKP,WOB00682,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,- None -,1,2,0,0,0,2.86
30/1/2025,24/1/2025,N-ESKP,WOB00685,C00186 CUSTOM GLASS & FITTINGS,NV | GD025A Magnolia Gloss,- None -,6,30,0,0,0,53.91
30/1/2025,24/1/2025,N-ESKP,WOB00687,C00333 WATTS GLASS PTY LTD,NV | 90Z-7307S Zeus Monument Satin,- None -,24,94,0,0,0,206.61
30/1/2025,24/1/2025,N-ESKP,WOB00689,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,50,0,0,0,37.24
30/1/2025,24/1/2025,N-ESKP,WOB00691,C00498 R & D GLASS HOLDINGS PTY LTD,NV | 260-7557M Shale Grey Matt,- None -,1,3,0,0,0,2.54
30/1/2025,24/1/2025,N-ESKP,WOB00692,C03261 HINTERLAND GLASSWORX,NV | CHI-MONMT China Monument Mat,QLD,8,14,0,0,0,24.69
30/1/2025,24/1/2025,N-ESKP,WOB00695,C03197 BRAX GROUP SYD PTY LTD,NV | 272-7255S Woodland Grey Satin,- None -,11,13,0,0,0,21.92
30/1/2025,24/1/2025,N-ESKP,WOB00699,C03213 UPVC WINDOWS EXPERT PTY LTD,NV | GL229A Monument Matt,- None -,16,56,0,0,0,130.96
30/1/2025,28/1/2025,N-ESKP,WOB00747,C03197 BRAX GROUP SYD PTY LTD,NV | 272-7255S Woodland Grey Satin,URGENT PLZ - PLZ PACK BY 30/01,1,1,0,0,0,2.03
30/1/2025,28/1/2025,N-ESKP,WOB00759,C00740 KASSO PTY LTD T/AS KINGS POINT WINDOWS & GLASS,NV | 272-3088S Paperbark Satin,NCR,1,1,0,0,0,3.08
30/1/2025,28/1/2025,W-HOPV,WOB00778,C02048 DOOR STOP,W | GP129A MONUMENT(R) SATIN,EXPRESS- RESUPPLY FOR DOORSTOP QUALITY  CRITICAL ORDER FOR DOOR STOP,1,2,0,0,0,3.86
30/1/2025,30/1/2025,V-KYSB,- None -,- None -,- None -,- None -,1,1,0,0,0,0
29/1/2025,9/1/2025,N-ESKP,WOB00199,C00536 MAGIC GLASS P/L,NV | 40X-8148M Fluoroset Xtreme  MonumentÂ® Matt,AAF ORDER,4,237,0,0,0,292.54
29/1/2025,9/1/2025,Q-YTLA,WOB00257,C01606 CMB MANUFACTURING PTY LTD,Q | 272-7257S Ironstone Satin,Collect 29/01,6,39,0,0,0,42.75
29/1/2025,9/1/2025,V-KYSB,WOB00249,C02649 INVICTUS WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,CPO: B/O FROM PO-4532,1,1,0,0,0,1.5
29/1/2025,13/1/2025,N-ESKP,WOB00307,- None -,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL ORDER,2,6,0,0,0,13.78
29/1/2025,15/1/2025,N-ESKP,WOB00403,- None -,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL - STOCK,1,6,0,0,0,8.5
29/1/2025,15/1/2025,W-HOPV,WOB00414,C02051 MOBILE GLASS & GLAZING,W | GA211A OFF WHITE MATT,- None -,24,39,0,0,0,57.07
29/1/2025,15/1/2025,W-HOPV,WOB00421,C01593 ELEVATE WINDOWS WA PTY LTD,NV | GL229A Monument Matt,- None -,1,2,0,0,0,5.73
29/1/2025,15/1/2025,W-HOPV,WOB00430,C01391 CASVER IMPORTS PTY LTD,W | YN167A BLACK SATIN,- None -,6,21,0,0,0,24.33
29/1/2025,15/1/2025,W-HOPV,WOB00432,C02260 MARGARET RIVER GLASS,W | GQ103A DEEP OCEAN(R) SATIN (MOUNTAIN BLUE),- None -,1,1,0,0,0,1.41
29/1/2025,15/1/2025,W-HOPV,WOB00434,C02999 WA CUSTOM GLASS,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),- None -,3,88,0,0,0,171.38
29/1/2025,16/1/2025,V-KYSB,WOB00439,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 260-9067S Monument Satin *,- None -,2,40,0,0,0,32.62
29/1/2025,16/1/2025,V-KYSB,WOB00483,C02947 WARRAGUL FAST GLASS,NV | 272-81880 Classic Pearl White Gloss,CPO - THS ORDER,1,4,0,0,0,4
29/1/2025,16/1/2025,W-HOPV,WOB00445,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,ATTN: PHUOC DAY SHIFT ONLY QUALITY IS CRITICAL AS ORDER IS FOR DOOR STOP,1,2,0,0,0,1.33
29/1/2025,17/1/2025,V-KYSB,WOB00500,C02635 OPTISCREEN (FOUR SEASONS SUNROOMS P/L TRADING AS,NV | 272-19268 Black Satin (Night Sky),CPO - 4844 (MOH) - PLEASE PACK IN BUNDLES,5,13,0,0,0,13.7
29/1/2025,17/1/2025,V-KYSB,WOB00520,C02665 VISION 1 WINDOWS & DOORS PTY LTD,NV | GY237A Charcoal Pearl Matt *,CPO - SEAFARERS,6,14,0,0,0,21.5
29/1/2025,17/1/2025,V-KYSB,WOB00524,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-1137S Surfmist Satin,CPO: 1037,19,41,0,0,0,56.57
29/1/2025,20/1/2025,V-KYSB,WOB00539,C01758 M & L NAYLOR PTY LTD,NV | 272-51275 Anotec Dark Grey Matt,CPO Frank and rosanna 2,8,8,0,0,0,11
29/1/2025,20/1/2025,V-KYSB,WOB00551,C01821 ALUMINIUM WINDOWS & DOORS(AWDI WINDOWS PTY LTD TRADING AS,NV | 272-19319 Black Matt,CPO-VSBA & AF House,20,49,0,0,0,90.32
29/1/2025,20/1/2025,V-KYSB,WOB00563,C01763 STEVENS GLASS,NV | 984-19959 Flame Red Gloss *,CPO 02132PY,5,15,0,0,0,29.84
29/1/2025,20/1/2025,V-KYSB,WOB00566,C01763 STEVENS GLASS,NV | 984-19959 Flame Red Gloss *,CPO 02133PY,5,44,0,0,0,87.72
29/1/2025,20/1/2025,V-KYSB,WOB00568,C01763 STEVENS GLASS,NV | 272-9067S Monument Satin,CPO 02134PY MON,8,10,0,0,0,18.1
29/1/2025,20/1/2025,V-KYSB,WOB00569,C01763 STEVENS GLASS,NV | 272-7257S Ironstone Satin *,CPO 02134PY IRONSTONE,6,6,0,0,0,12.3
29/1/2025,20/1/2025,W-HOPV,WOB00564,C01912 S & J GLASS,W | GA236A SURFMIST(R) MATT (BOND OFFWHITE),- None -,3,7,0,0,0,6.13
29/1/2025,20/1/2025,W-HOPV,WOB00574,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,- None -,7,11,0,0,0,23.5
29/1/2025,21/1/2025,W-HOPV,WOB00596,C01510 BUNBURY GLASS SERVICE,W | GL249A VIVICA STORM FRONT MATT,- None -,1,4,0,0,0,2.6
29/1/2025,23/1/2025,N-ESKP,WOB00615,C00010 WINDOWCITY (JOHNNY NGUYEN T/A),NV | 90Z-8189M Zeus Monument Matt,- None -,39,122,0,0,0,291.56
29/1/2025,23/1/2025,N-ESKP,WOB00618,C00219 ALL HUNGWELL DOORS,NV | 272-7865S Basalt Satin *,- None -,34,59,0,0,0,77.34
29/1/2025,23/1/2025,N-ESKP,WOB00630,C00498 R & D GLASS HOLDINGS PTY LTD,NV | GY114A Anodic Bronze S Satin *,- None -,10,11,0,0,0,19.31
29/1/2025,23/1/2025,N-ESKP,WOB00632,- None -,NV | 272-19319 Black Matt,STOCK,1,30,0,0,0,14.4
29/1/2025,23/1/2025,N-ESKP,WOB00633,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GP105A Woodland Grey Satin,- None -,13,15,0,0,0,24.17
29/1/2025,23/1/2025,N-ESKP,WOB00634,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GP105A Woodland Grey Satin,- None -,7,7,0,0,0,12.67
29/1/2025,23/1/2025,N-ESKP,WOB00642,C00636 MONTAGUE GLASS HOUSE PTY LTD,NV | GA057A White Birch Gloss,PLZ PACK BY 29/01 FOR 31/01DELIVERY,21,21,0,0,0,34.01
29/1/2025,23/1/2025,N-ESKP,WOB00663,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,PLZ SHEEP WITH WOB00667,49,137,0,0,0,302.99
29/1/2025,23/1/2025,N-ESKP,WOB00667,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,PLEASE SHEEP WITH WOB00663,13,57,0,0,0,82.83
29/1/2025,23/1/2025,V-KYSB,WOB00696,C02165 TARANTO GLASS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: 37573,1,1,0,0,0,1.37
29/1/2025,24/1/2025,N-ESKP,WOB00656,- None -,NV | 272-2266M Surfmist Matt *,STOCK - GRILLE,1,3,0,0,0,22.5
29/1/2025,29/1/2025,N-ESKP,- None -,- None -,- None -,- None -,1,2,0,0,0,1.9
29/1/2025,29/1/2025,V-KYSB,- None -,- None -,- None -,- None -,5,5,0,0,0,0
28/1/2025,7/1/2025,V-KYSB,WOB00146,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-84365 Primrose Gloss,CPO Robs place b/o b/o from WOB00130,3,5,0,0,0,10.96
28/1/2025,14/1/2025,W-HOPV,WOB00368,C01509 SUPERIOR SECURITY DOORS AND SCREENS,W | GD214A PAPERBARK(R) MATT (MERINO),Please pack in bundles SP732307,5,9,0,0,0,8.27
28/1/2025,14/1/2025,W-HOPV,WOB00370,C01610 PROFESSIONAL GLASS & MAINTENANCE,W | 27281880 CLASSIC PEARL WHITE,- None -,2,4,0,0,0,6.77
28/1/2025,14/1/2025,W-HOPV,WOB00373,C02557 GOLDEN WEST SECURITY,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),- None -,1,2,0,0,0,2.08
28/1/2025,14/1/2025,W-HOPV,WOB00374,C02907 CLIMATEFRAME PTY LTD,W | GD245A CLASSIC CREAM MATT (SMOOTH CREAM),985128,9,11,0,0,0,12.66
28/1/2025,14/1/2025,W-HOPV,WOB00375,- None -,W | 27281880 CLASSIC PEARL WHITE,**Darley stock** URGENT ORDER No stock with back order,1,30,0,0,0,12.9
28/1/2025,14/1/2025,W-HOPV,WOB00377,C01340 COMMERCIAL GLASS & ALUMINIUM WA PTY LTD,W | GP129A MONUMENT(R) SATIN,985037,1,7,0,0,0,24.62
28/1/2025,14/1/2025,W-HOPV,WOB00385,C01798 HOME SECURITY TEAM PTY LTD T/A SOUTH WEST SCREENS,W | GA236A SURFMIST(R) MATT (BOND OFFWHITE),Please pack in bundles,1,2,0,0,0,2.88
28/1/2025,14/1/2025,W-HOPV,WOB00387,C01391 CASVER IMPORTS PTY LTD,W | 2721139S WHITE SATIN,SP732299,10,42,0,0,0,30.97
28/1/2025,14/1/2025,W-HOPV,WOB00393,C01852 J AND D STAINED GLASS,W | GA078A PEARL WHITE GLOSS,Please pack in bundles,14,22,0,0,0,38.74
28/1/2025,14/1/2025,W-HOPV,WOB00395,C01971 JET GLASS & ALUMINIUM,W | GQ103A DEEP OCEAN(R) SATIN (MOUNTAIN BLUE),PACK IN BUNDLES,4,5,0,0,0,8.96
28/1/2025,14/1/2025,W-HOPV,WOB00396,C01336 GOLD SEAL SECURITY,W | 27219268 BLACK SATIN (NIGHT SKY),Please pack in bundles,1,1,0,0,0,1.14
28/1/2025,15/1/2025,V-KYSB,WOB00408,C02165 TARANTO GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO: 37418,21,29,0,0,0,42.31
28/1/2025,15/1/2025,V-KYSB,WOB00431,C02165 TARANTO GLASS PTY LTD,NV | 272-19319 Black Matt,CPO - 37439,2,2,0,0,0,1.23
28/1/2025,16/1/2025,V-KYSB,WOB00444,C02165 TARANTO GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO 37445,9,18,0,0,0,24.73
28/1/2025,16/1/2025,V-KYSB,WOB00484,C02165 TARANTO GLASS PTY LTD,NV | 272-1139S White Satin,CPO - 37446,1,3,0,0,0,1.95
28/1/2025,17/1/2025,V-KYSB,WOB00504,- None -,NV | 272-84657 New Hammersly Brown Satin,Darley stock,1,20,0,0,0,8.6
28/1/2025,17/1/2025,V-KYSB,WOB00505,- None -,NV | 272-9067S Monument Satin,Darley Stock,1,60,0,0,0,25.8
28/1/2025,17/1/2025,V-KYSB,WOB00506,- None -,NV | 272-81880 Classic Pearl White Gloss,Darley stock (B/O),1,10,0,0,0,17.33
28/1/2025,17/1/2025,V-KYSB,WOB00507,- None -,NV | 272-7558M Dune Matt,Darley stock (B/O),1,10,0,0,0,11.18
28/1/2025,17/1/2025,V-KYSB,WOB00508,- None -,NV | GY070A Ultra Silver Gloss,Darley stock (B/O),1,10,0,0,0,11.18
28/1/2025,17/1/2025,V-KYSB,WOB00509,- None -,NV | CHI-PBRK China Paperbark,Darley stock (B/O),2,14,0,0,0,31
28/1/2025,17/1/2025,V-KYSB,WOB00511,- None -,NV | 272-37131 White Birch Gloss,Darley stock (B/O),1,4,0,0,0,24.5
28/1/2025,17/1/2025,V-KYSB,WOB00513,- None -,NV | 272-84365 Primrose Gloss,Darley stock (B/O),1,6,0,0,0,6.34
28/1/2025,17/1/2025,V-KYSB,WOB00514,- None -,NV | 272-2266M Surfmist Matt *,Darley stock (B/O),1,6,0,0,0,6.34
28/1/2025,17/1/2025,W-HOPV,WOB00536,C02907 CLIMATEFRAME PTY LTD,W | GL229A MONUMENT(R) MATT,- None -,24,41,0,0,0,75.87
28/1/2025,17/1/2025,W-HOPV,WOB00537,C01340 COMMERCIAL GLASS & ALUMINIUM WA PTY LTD,W | YY245A CITI PEARL MATT,- None -,12,46,0,0,0,104.32
28/1/2025,20/1/2025,V-KYSB,WOB00540,C02165 TARANTO GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO: 37385 REPLACEMENT,1,1,0,0,0,.5
28/1/2025,21/1/2025,N-ESKP,WOB00178,C01127 MITCHELL'S GLASS  WORKS,NV | 272-19268 Black Satin (Night Sky),- None -,1,3,0,0,0,1.95
28/1/2025,21/1/2025,V-KYSB,WOB00617,C02165 TARANTO GLASS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO-Replacement # 37301 (Stock missing not received stock at delivery),1,1,0,0,0,2.01
28/1/2025,22/1/2025,N-ESKP,- None -,- None -,- None -,- None -,1,0,0,0,0,0
28/1/2025,22/1/2025,N-ESKP,WOB00409,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,14,37,0,0,0,47.2
28/1/2025,22/1/2025,N-ESKP,WOB00576,C00142 QUICK BUILT SYSTEMS PTY LTD,NV | 272-9067S Monument Satin,- None -,1,30,0,0,0,26.91
28/1/2025,22/1/2025,N-ESKP,WOB00577,- None -,NV | 272-19319 Black Matt,STOCK,1,20,0,0,0,18.85
28/1/2025,22/1/2025,N-ESKP,WOB00579,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-7909M SoutherlyÂ® Matt,- None -,43,82,0,0,0,144.9
28/1/2025,22/1/2025,N-ESKP,WOB00581,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-7909M SoutherlyÂ® Matt,- None -,21,31,0,0,0,46.24
28/1/2025,22/1/2025,N-ESKP,WOB00585,C01082 HMB ALUMINIUM AND GLASS,NV | 272-2266M Surfmist Matt *,- None -,4,14,0,0,0,25.19
28/1/2025,22/1/2025,N-ESKP,WOB00586,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,4,4,0,0,0,12.29
28/1/2025,22/1/2025,N-ESKP,WOB00604,C00537 TODD W. O'DONNELL T/A SYDNEY FLYSCREENS,NV | GJ054A Wizard Gloss,- None -,5,15,0,0,0,10.76
28/1/2025,22/1/2025,N-ESKP,WOB00610,C00537 TODD W. O'DONNELL T/A SYDNEY FLYSCREENS,NV | GL031A Transformer Grey Gloss,- None -,2,3,0,0,0,3.44
28/1/2025,22/1/2025,N-ESKP,WOB00611,C00650 PRESTIGE HOME SOLUTIONS PTY LTD,NV | 91T-3059M Eternity Matt Champagne Kinetic Matt *1,- None -,11,28,0,0,0,25.84
28/1/2025,22/1/2025,N-ESKP,WOB00612,C00658 ONEGLASS NSW PTY LTD,NV | 272-19268 Black Satin (Night Sky),PLEASE PACK SUBFRAMING SEPRATE,28,237,0,0,0,709.87
28/1/2025,22/1/2025,N-ESKP,WOB00613,C00572 IRON GATE PTY LTD,NV | 272-1376M Whisper White Matt,- None -,1,3,0,0,0,2.87
28/1/2025,22/1/2025,N-ESKP,WOB00614,C00198 RJS ALUMINIUM SERVICES PTY LTD,NV | 272-32786 Apo Grey Satin,NCR,1,1,0,0,0,2.14
28/1/2025,22/1/2025,V-KYSB,WOB00627,C02346 GLASSITECTURE ( HALEY GROUP PTY LTD T/AS),NV | 272-19319 Black Matt,CPO STU,3,5,0,0,0,11.39
28/1/2025,22/1/2025,V-KYSB,WOB00657,C02165 TARANTO GLASS PTY LTD,NV | 272-32786 Apo Grey Satin,CPO 37546,11,10,0,0,0,14.88
28/1/2025,22/1/2025,V-KYSB,WOB00677,C02165 TARANTO GLASS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: 37301 Replacement,1,1,0,0,0,.69
28/1/2025,22/1/2025,W-HOPV,WOB00670,C02970 ARC GLASS & ALUMINIUM,W | 276250S COVE SATIN,**EXPRESS**   **PACK IN BUNDLES**,9,14,0,0,0,25.28
27/1/2025,9/1/2025,V-KYSB,WOB00250,C02447 ALCON WINDOWS PTY LTD,NV | 91T-8356S Eternity Bronze Pearl Kinetic Satin,CPO: B/O FROM 240725JSY,1,5,0,0,0,9.33
27/1/2025,13/1/2025,W-HOPV,WOB00324,C02970 ARC GLASS & ALUMINIUM,W | 90C9116F CHARISMA BLACK ACE,Please pack in bundles,11,11,0,0,0,16.18
27/1/2025,13/1/2025,W-HOPV,WOB00325,C02907 CLIMATEFRAME PTY LTD,W | GA078A PEARL WHITE GLOSS,985131,24,84,0,0,0,112.36
27/1/2025,13/1/2025,W-HOPV,WOB00328,C02059 A1 WINDOWS AND GLASS PTY LTD,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),PLEASE PACK IN BUNDLES,3,11,0,0,0,26.93
27/1/2025,13/1/2025,W-HOPV,WOB00347,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,- None -,8,14,0,0,0,26.79
27/1/2025,13/1/2025,W-HOPV,WOB00349,C01509 SUPERIOR SECURITY DOORS AND SCREENS,W | YL264A MONUMENT MATT,Please pack in bundles,3,5,0,0,0,5.4
27/1/2025,13/1/2025,W-HOPV,WOB00350,C02232 PERTH HOMEGUARD PTY LTD,W | GL249A VIVICA STORM FRONT MATT,- None -,3,10,0,0,0,10.22
27/1/2025,13/1/2025,W-HOPV,WOB00352,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,- None -,2,3,0,0,0,7.21
27/1/2025,14/1/2025,W-HOPV,WOB00367,C02232 PERTH HOMEGUARD PTY LTD,W | GK236A PALE EUCALYPT(R) MATT (MIST GREEN),- None -,5,47,0,0,0,48.69
27/1/2025,14/1/2025,W-HOPV,WOB00378,C01594 K & R CONTRACTORS (WA) PTY LTD,W | 90Z9203S ZEUS LUNAR ECLIPSE (SATIN),- None -,17,33,0,0,0,59.81
27/1/2025,16/1/2025,V-KYSB,WOB00446,C02165 TARANTO GLASS PTY LTD,NV | 272-5006G Grey Nurse Gloss *,CPO 37434 powdercoat to go with 37434 pressbrake,4,5,0,0,0,4.02
27/1/2025,16/1/2025,V-KYSB,WOB00474,- None -,NV | 272-19268 Black Satin (Night Sky),DARLEY STOCK,1,10,0,0,0,6.5
27/1/2025,16/1/2025,V-KYSB,WOB00476,- None -,NV | CHI- China Woodland Grey,DARLEY STOCK,2,15,0,0,0,35.35
27/1/2025,16/1/2025,V-KYSB,WOB00479,- None -,NV | 272-32786 Apo Grey Satin,DARLEY STOCK - BACKORDERS,1,10,0,0,0,33.2
27/1/2025,16/1/2025,V-KYSB,WOB00482,- None -,NV | 272-8122S Jasper Satin,DARLEY STOCK - BACKORDERS,4,32,0,0,0,33.56
27/1/2025,16/1/2025,V-KYSB,WOB00488,C02072 PROGLAZED WINDOWS & DOORS PTY LTD,NV | 272-6474M Pale Eucalypt Matt *,CPO: COBOLT,7,25,0,0,0,47.01
27/1/2025,16/1/2025,W-HOPV,WOB00463,C02607 SHELFORD CONSTRUCTIONS PTY LTD,W | GU114A PAPERBARK(R) SATIN (MERINO),- None -,1,1,0,0,0,.83
27/1/2025,16/1/2025,W-HOPV,WOB00491,C02498 LIFEWOOD HANDCRAFTED FLOORING,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),- None -,1,10,0,0,0,6.5
27/1/2025,17/1/2025,V-KYSB,WOB00493,C02107 LS WINDOWS & GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO-ADD ON ORI ORDER,7,7,0,0,0,12.95
27/1/2025,21/1/2025,W-HOPV,WOB00626,C02222 ALUGLAZE ENTERPRISES,W | GP129A MONUMENT(R) SATIN,EXPRESS,1,5,0,0,0,5.04
27/1/2025,22/1/2025,W-HOPV,WOB00680,C02907 CLIMATEFRAME PTY LTD,W | YY230A SILVER PEARL MATT,EXPRESS ON DARLEY'S COST- RESUPPLY,1,3,0,0,0,6.45
27/1/2025,27/1/2025,V-KYSB,- None -,- None -,- None -,- None -,1,1,0,0,0,0
24/1/2025,10/1/2025,W-HOPV,WOB00251,C02557 GOLDEN WEST SECURITY,W | GD188A DOESKIN SATIN,please pack in bundles,1,2,0,0,0,3.48
24/1/2025,10/1/2025,W-HOPV,WOB00313,C01274 BYFORD GLASS AND ALUMINIUM PTY LTD,W | GJ054A WIZARD GLOSS,PACK IN BUNDLES,1,50,0,0,0,25
24/1/2025,13/1/2025,V-KYSB,WOB00333,C02680 FI PRO PTY LTD,NV | 90Z-7315S Zeus Timberland Satin,CPO 40780 - POWDERCOAT,1,1,0,0,0,1.43
24/1/2025,13/1/2025,W-HOPV,WOB00337,C02051 MOBILE GLASS & GLAZING,W | GN150A BLACK SATIN,- None -,29,67,0,0,0,113.68
24/1/2025,14/1/2025,V-KYSB,WOB00363,C02104 AV GLASS & ALUMINIUM (T & J WAYMAN P/L TRADING AS,NV | GP105A Woodland Grey Satin,CPO EUROA JOB HARDWARE TO GO WITH,4,10,0,0,0,16.55
24/1/2025,14/1/2025,V-KYSB,WOB00392,C02680 FI PRO PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: 40785,13,24,0,0,0,54.59
24/1/2025,15/1/2025,V-KYSB,WOB00410,C01721 ANT WINDOWS (AUSTRALIA NEW TECH WINDOWS PTY LTD TRADING AS,NV | 272-1139S White Satin,CPO REP B/O FROM 24030,1,1,0,0,0,4.19
24/1/2025,15/1/2025,W-HOPV,WOB00418,C02222 ALUGLAZE ENTERPRISES,W | GT135A EVENING HAZE(R) SATIN,- None -,1,1,0,0,0,1.48
24/1/2025,16/1/2025,V-KYSB,WOB00490,C01984 EXPRESS GLASS 24HR SERVICE PTY LTD (VIC),NV | 272-36672 Notre Dame Gloss,CPO-51997,3,6,0,0,0,4.96
24/1/2025,17/1/2025,V-KYSB,WOB00525,C01323 STARTECH WINDOWS(THE TRUSTEE FOR STARTECH WINDOWS UNIT TST,NV | GL229A Monument Matt,CPO 0636 STOCKED ITEMS TO GO WITH,4,4,0,0,0,8.25
24/1/2025,20/1/2025,V-KYSB,WOB00550,C01763 STEVENS GLASS,NV | 272-9067S Monument Satin,CPO - 02124PY,9,20,0,0,0,50.34
24/1/2025,21/1/2025,N-ESKP,WOB00541,- None -,NV | 272-19319 Black Matt,STOCK,1,10,0,0,0,45.05
24/1/2025,21/1/2025,N-ESKP,WOB00542,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,16,0,0,0,24.11
24/1/2025,21/1/2025,N-ESKP,WOB00543,- None -,NV | GA057A White Birch Gloss,STOCK,1,20,0,0,0,21.32
24/1/2025,21/1/2025,N-ESKP,WOB00552,C00498 R & D GLASS HOLDINGS PTY LTD,NV | 260-9129M Black Matt,- None -,4,4,0,0,0,5.03
24/1/2025,21/1/2025,N-ESKP,WOB00555,C00230 LECO ALUMINIUM (LE ALUMINIUM PTY LTD T/A),NV | 272-9066M Monument Matt,- None -,24,96,0,0,0,194.58
24/1/2025,21/1/2025,N-ESKP,WOB00556,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,10,0,0,0,7.35
24/1/2025,21/1/2025,N-ESKP,WOB00558,- None -,NV | 272-19319 Black Matt,STOCK,1,60,0,0,0,53.43
24/1/2025,21/1/2025,N-ESKP,WOB00565,C00560 WR ALUMINIUM (AUS) PTY LTD,NV | 272-19319 Black Matt,- None -,1,20,0,0,0,72.41
24/1/2025,21/1/2025,N-ESKP,WOB00570,C00467 IAN PRESS T/AS TAYLAH MADE WINDOWS,NV | 272-81880 Classic Pearl White Gloss,- None -,6,7,0,0,0,11.06
24/1/2025,21/1/2025,N-ESKP,WOB00587,C00914 ALL TIME GLASS & ALUMINIUM,NV | 971-88471 Citi Pearl Matt *,URGENT PLZ,11,11,0,0,0,20.5
24/1/2025,21/1/2025,W-HOPV,WOB00597,C02210 METRO GLASS PTY LTD,W | GA124A WHITE SATIN,EXPRESS POWDERCOATING,1,2,0,0,0,3.42
24/1/2025,21/1/2025,W-HOPV,WOB00599,C02210 METRO GLASS PTY LTD,W | GN150A BLACK SATIN,EXPRESS POWDERCOATING,6,9,0,0,0,11.23
