Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
24/1/2025,22/1/2025,N-ESKP,WOB00602,C00907 NOVA ALUMINIUM & GLASS PTY LTD,NV | 272-84657 New Hammersly Brown Satin,URGENT - PLZ PAINT & PACK BY 24/01,1,1,0,0,0,2.21
24/1/2025,22/1/2025,N-ESKP,WOB00619,C00333 WATTS GLASS PTY LTD,NV | 272-2266M Surfmist Matt *,MUST PACK ON 24/01,1,2,0,0,0,1.36
24/1/2025,23/1/2025,V-KYSB,WOB00681,C02811 GROUP 26 PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: STRIKING-PC Replacement,1,4,0,0,0,7.25
24/1/2025,24/1/2025,V-KYSB,- None -,- None -,- None -,- None -,1,54,0,0,0,0
23/1/2025,9/1/2025,W-HOPV,WOB00251,C02557 GOLDEN WEST SECURITY,W | GD188A DOESKIN SATIN,please pack in bundles,13,18,0,0,0,34.62
23/1/2025,9/1/2025,W-HOPV,WOB00254,C01683 K P GLASS,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),- None -,17,26,0,0,0,46.22
23/1/2025,9/1/2025,W-HOPV,WOB00256,C01938 J & L GLASS,W | GD025A MAGNOLIA GLOSS,- None -,1,1,0,0,0,2.84
23/1/2025,9/1/2025,W-HOPV,WOB00258,C02048 DOOR STOP,W | GN150A BLACK SATIN,- None -,5,9,0,0,0,10.15
23/1/2025,9/1/2025,W-HOPV,WOB00263,C02222 ALUGLAZE ENTERPRISES,W | GL237A ANODIC SILVER GREY MATT,985100,2,4,0,0,0,7.4
23/1/2025,9/1/2025,W-HOPV,WOB00264,C02200 VIEWGUARD PTY LTD,W | GA078A PEARL WHITE GLOSS,Please pack in bundles,3,11,0,0,0,13.52
23/1/2025,9/1/2025,W-HOPV,WOB00266,C01515 SOUTHBOUND SECURITY BUNBURY,W | 27237131 WHITE BIRCH GLOSS,984978,4,4,0,0,0,3.12
23/1/2025,9/1/2025,W-HOPV,WOB00270,C01798 HOME SECURITY TEAM PTY LTD T/A SOUTH WEST SCREENS,W | GL236A IRONSTONE(R) MATT,Please pack in bundles,3,5,0,0,0,5.62
23/1/2025,9/1/2025,W-HOPV,WOB00271,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GA160A SHOJI WHITE SATIN,Please pack in bundles,8,10,0,0,0,12.98
23/1/2025,13/1/2025,V-KYSB,WOB00320,C01632 OPTIMA WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO: 945 & 946 WHITE,15,36,0,0,0,79.12
23/1/2025,14/1/2025,W-HOPV,WOB00369,C02051 MOBILE GLASS & GLAZING,W | GA211A OFF WHITE MATT,- None -,19,34,0,0,0,57.29
23/1/2025,14/1/2025,W-HOPV,WOB00386,C02596 TARCHIUS ANTONEY T/A AUSCO BUILD,W | GA078A PEARL WHITE GLOSS,- None -,18,41,0,0,0,73.25
23/1/2025,14/1/2025,W-HOPV,WOB00394,C01403 SLIC B&D PTY LTD,W | GN248A CUSTOM BLACK MATT,- None -,11,22,0,0,0,33.83
23/1/2025,14/1/2025,W-HOPV,WOB00397,C03073 WA COUNTER SALES - TRADE,W | GA236A SURFMIST(R) MATT (BOND OFFWHITE),- None -,1,2,0,0,0,1.82
23/1/2025,15/1/2025,V-KYSB,WOB00399,C02681 NEWLITE GLASS & ALUMINIUM,NV | GP105A Woodland Grey Satin,CPO: 689,12,30,0,0,0,73.88
23/1/2025,15/1/2025,V-KYSB,WOB00404,C02811 GROUP 26 PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: ADD ON STRIKING-PC TO BE DELIVERED WITH SO02520 / STRIKING-PC,1,18,0,0,0,19.7
23/1/2025,15/1/2025,V-KYSB,WOB00416,C02107 LS WINDOWS & GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO-E14/01,12,18,0,0,0,40.07
23/1/2025,15/1/2025,V-KYSB,WOB00424,C01984 EXPRESS GLASS 24HR SERVICE PTY LTD (VIC),NV | 272-50243 Olde Pewter Satin,CPO-51969,1,1,0,0,0,.98
23/1/2025,16/1/2025,V-KYSB,WOB00448,C01352 DW WINDOWS (COASTLINE HOLIDAY PTY LTD TRADING AS,NV | 272-9067S Monument Satin,CPO-B/O for original,1,1,0,0,0,1.4
23/1/2025,16/1/2025,V-KYSB,WOB00459,C01763 STEVENS GLASS,NV | 272-9067S Monument Satin,CPO - 02124PY (URGENT),10,16,0,0,0,50.24
23/1/2025,17/1/2025,V-KYSB,WOB00518,- None -,NV | 272-84365 Primrose Gloss,Darley stock (B/O),3,3,0,0,0,11.67
23/1/2025,20/1/2025,N-ESKP,WOB00481,C00684 ASTON ALUMINIUM PTY LTD,NV | 90Z-8189M Zeus Monument Matt,plz pack frames separate and panels separate,11,136,0,0,0,288.89
23/1/2025,20/1/2025,N-ESKP,WOB00495,C00972 WATERS AUTOMATIC DOORS,NV | 272-88480 Blue Ridge Satin *,- None -,11,35,0,0,0,79.52
23/1/2025,20/1/2025,N-ESKP,WOB00496,C00469 HI POINT WINDOWS (SHREEJEE P/L T/A),NV | 272-2266M Surfmist Matt *,- None -,16,20,0,0,0,33.18
23/1/2025,20/1/2025,N-ESKP,WOB00497,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,3,3,0,0,0,3.47
23/1/2025,20/1/2025,N-ESKP,WOB00503,C00219 ALL HUNGWELL DOORS,NV | 272-19319 Black Matt,- None -,5,6,0,0,0,11.51
23/1/2025,20/1/2025,N-ESKP,WOB00522,C00301 INNOVATIVE ALUMINIUM & GLASS PTY LTD,NV | 272-1139M White Matt,- None -,15,43,0,0,0,54.6
23/1/2025,20/1/2025,N-ESKP,WOB00523,- None -,NV | CHI-MONMT China Monument Mat,STOCK,1,6,0,0,0,10.34
23/1/2025,20/1/2025,N-ESKP,WOB00526,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | 272-50243 Olde Pewter Satin,- None -,1,2,0,0,0,1.95
23/1/2025,20/1/2025,N-ESKP,WOB00527,C00560 WR ALUMINIUM (AUS) PTY LTD,NV | 272-9066M Monument Matt,- None -,3,100,0,0,0,127.41
23/1/2025,20/1/2025,V-KYSB,WOB00572,- None -,NV | 272-2266M Surfmist Matt *,DARLEY STOCK (URGENT) - REQUIRED FOR BACK ORDER.,1,3,0,0,0,3.14
23/1/2025,21/1/2025,V-KYSB,WOB00594,C01556 A1 SCREENS & MAINTENANCE AUSTRALIA PTY LTD,NV | 272-8122S Jasper Satin,CPO - EFA1812-REP (REPLACEMENT FOR DAMAGED LENGTHS RECEIVED),2,4,0,0,0,6.39
23/1/2025,21/1/2025,W-HOPV,WOB00606,C02970 ARC GLASS & ALUMINIUM,W | 90C9116F CHARISMA BLACK ACE,EXPRESS,3,4,0,0,0,5.85
23/1/2025,23/1/2025,V-KYSB,- None -,- None -,- None -,- None -,2,4,0,0,0,0
22/1/2025,7/1/2025,V-KYSB,WOB00138,C02649 INVICTUS WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,CPO: PO-4532,1,1,0,0,0,5.76
22/1/2025,8/1/2025,W-HOPV,WOB00204,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GP184A SHALE GREY(R) SATIN (GULL GREY),- None -,14,45,0,0,0,90.18
22/1/2025,8/1/2025,W-HOPV,WOB00222,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,2,20,0,0,0,120
22/1/2025,9/1/2025,W-HOPV,WOB00242,C02048 DOOR STOP,W | GA228A VIVICA SNOW DUST MATT(WHITE LUSTRE),984469,10,38,0,0,0,43.27
22/1/2025,14/1/2025,V-KYSB,WOB00354,C02811 GROUP 26 PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO - CABRINI + HARDWARE TO GO WITH ORDER.,5,13,0,0,0,25.65
22/1/2025,14/1/2025,V-KYSB,WOB00356,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-2095S Classic Cream Satin,CPO - 1026,11,16,0,0,0,33.83
22/1/2025,14/1/2025,V-KYSB,WOB00380,C01742 TG GLAZING & ALUMINIUM PTY LTD,NV | 272-84365 Primrose Gloss,CPO-E13/01,12,22,0,0,0,40.03
22/1/2025,15/1/2025,V-KYSB,WOB00398,C03119 360 WINDOWS PTY LTD,NV | 90Z-7557M Zeus Shale Greyâ„¢ Matt,CPO - 2391 (ANGLES TO BE POWDERCOATED BOTH SIDES!),6,6,0,0,0,4.58
22/1/2025,15/1/2025,V-KYSB,WOB00401,C01297 ALL SCREENS GIPPSLAND (DOUBLE JAY (VIC) P/L T/AS),NV | 272-9067S Monument Satin,CPO 5467,1,2,0,0,0,2.76
22/1/2025,16/1/2025,N-ESKP,WOB00437,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,0,0,1.4
22/1/2025,17/1/2025,N-ESKP,WOB00436,C00658 ONEGLASS NSW PTY LTD,NV | GL229A Monument Matt,- None -,11,41,0,0,0,55.1
22/1/2025,17/1/2025,N-ESKP,WOB00440,C00194 SOUTHSIDE ALUMINIUM WINDOWS & GLASS,NV | GD037A Primrose Gloss,- None -,16,55,0,0,0,86.34
22/1/2025,17/1/2025,N-ESKP,WOB00441,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,0,0,1.87
22/1/2025,17/1/2025,N-ESKP,WOB00464,- None -,NV | CHI-HBRN China Hamm Brown,STOCK,1,2,0,0,0,9
22/1/2025,17/1/2025,N-ESKP,WOB00465,- None -,NV | CHI- China Woodland Grey,STOCK,1,5,0,0,0,2.4
22/1/2025,17/1/2025,N-ESKP,WOB00466,- None -,NV | 272-19319 Black Matt,STOCK,2,10,0,0,0,23.29
22/1/2025,17/1/2025,N-ESKP,WOB00467,- None -,NV | GD037A Primrose Gloss,STOCK,1,6,0,0,0,7.49
22/1/2025,17/1/2025,N-ESKP,WOB00468,- None -,NV | 272-32538 Stone Beige Matt,STOCK,1,12,0,0,0,10.3
22/1/2025,17/1/2025,N-ESKP,WOB00469,- None -,NV | GA057A White Birch Gloss,STOCK,1,5,0,0,0,2.15
22/1/2025,17/1/2025,N-ESKP,WOB00470,C00555 TRIO DESIGNS (NSW) PL,NV | 906-8183K Electro Medium Bronze Flat *,PLEASE PACK ON TIME ON 22/01,4,31,0,0,0,38.39
22/1/2025,17/1/2025,N-ESKP,WOB00472,C00684 ASTON ALUMINIUM PTY LTD,NV | 90Z-8189M Zeus Monument Matt,- None -,6,80,0,0,0,289.21
22/1/2025,17/1/2025,N-ESKP,WOB00473,C00333 WATTS GLASS PTY LTD,NV | 272-19319 Black Matt,- None -,5,5,0,0,0,9.12
22/1/2025,17/1/2025,N-ESKP,WOB00475,C00671 BRIGHT & CLEAR PTY LTD,NV | GY184C Palladium Silver Pearl Pearl,- None -,4,36,0,0,0,105.39
22/1/2025,17/1/2025,N-ESKP,WOB00477,C00684 ASTON ALUMINIUM PTY LTD,NV | 90Z-8189M Zeus Monument Matt,MUST PACK BY 22/01- URGENT PLEASE & PLEASE PACK FRAMES SEPRATE AND PANEL SEPRATE,16,266,0,0,0,656.69
22/1/2025,17/1/2025,N-ESKP,WOB00486,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | 272-32786 Apo Grey Satin,- None -,1,4,0,0,0,3.56
22/1/2025,17/1/2025,V-KYSB,WOB00499,C02947 WARRAGUL FAST GLASS,NV | 272-81880 Classic Pearl White Gloss,CPO - THS-REPLACEMENT (LENGTHS WERE MISSING FROM ORD #1197143),1,4,0,0,0,4
22/1/2025,17/1/2025,V-KYSB,WOB00521,C02096 WD ALUMINIUM FABRICATORS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO REP PH -08/01 REPLACEMENT X1 TJ450,5,10,0,0,0,25.53
22/1/2025,20/1/2025,N-ESKP,WOB00512,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 90Z-1341S Appliance White Satin,URGEN PLZ,1,1,0,0,0,1.47
22/1/2025,21/1/2025,W-HOPV,WOB00592,C02907 CLIMATEFRAME PTY LTD,W | GA078A PEARL WHITE GLOSS,985127,29,36,0,0,0,54.19
22/1/2025,22/1/2025,N-ESKP,- None -,- None -,- None -,- None -,4,39,0,0,0,72.93
22/1/2025,22/1/2025,V-KYSB,- None -,- None -,- None -,- None -,6,4,0,0,0,0
21/1/2025,7/1/2025,V-KYSB,WOB00116,C02072 PROGLAZED WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO: ST ALBANS,2,6,0,0,0,16.28
21/1/2025,7/1/2025,W-HOPV,WOB00141,C02069 KATANNING GLASS SUPPLIES,W | GN248A CUSTOM BLACK MATT,- None -,2,2,0,0,0,1.69
21/1/2025,7/1/2025,W-HOPV,WOB00160,- None -,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),Darley stock SP731602,1,112,0,0,0,161.28
21/1/2025,7/1/2025,W-HOPV,WOB00165,C01594 K & R CONTRACTORS (WA) PTY LTD,W | YY369A STRUCTURA ASTEROID,SP731490,4,5,0,0,0,8.64
21/1/2025,7/1/2025,W-HOPV,WOB00175,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GN150A BLACK SATIN,- None -,10,27,0,0,0,34.9
21/1/2025,7/1/2025,W-HOPV,WOB00179,C02006 HILTON GLASS AND ALUMINIUM,W | GN150A BLACK SATIN,** PLEASE PACK IN BUNDLES **,13,14,0,0,0,23.74
21/1/2025,7/1/2025,W-HOPV,WOB00182,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GJ054A WIZARD GLOSS,SP731607,5,5,0,0,0,7.58
21/1/2025,7/1/2025,W-HOPV,WOB00184,- None -,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),**Darley stock** please pack in bundles and please don't mix sections SP731765,4,214,0,0,0,178.6
21/1/2025,7/1/2025,W-HOPV,WOB00186,- None -,W | 27219268 BLACK SATIN (NIGHT SKY),**Darley stock** please pack in bundles and please don't mix sections,1,10,0,0,0,6.5
21/1/2025,7/1/2025,W-HOPV,WOB00187,- None -,W | 26084657 HAMMERSLEY BROWN,**Darley stock** please pack in bundles and please don't mix sections,1,10,0,0,0,16.2
21/1/2025,7/1/2025,W-HOPV,WOB00189,- None -,W | 27251275 ANOTEC DARK GREY MATT,**Darley stock** please pack in bundles and please don't mix sections,2,20,0,0,0,61.91
21/1/2025,7/1/2025,W-HOPV,WOB00190,- None -,W | GL213A ANODIC DARK GREY MATT,**Darley stock** please pack in bundles and please don't mix sections,2,131,0,0,0,127.38
21/1/2025,7/1/2025,W-HOPV,WOB00191,- None -,W | 27281880 CLASSIC PEARL WHITE,**Darley stock** please pack in bundles and please don't mix sections SP731761,1,40,0,0,0,19.95
21/1/2025,7/1/2025,W-HOPV,WOB00193,- None -,W | GN248A CUSTOM BLACK MATT,**Darley stock** please pack in bundles and please don't mix sections,1,10,0,0,0,10.38
21/1/2025,7/1/2025,W-HOPV,WOB00194,- None -,W | GA228A VIVICA SNOW DUST MATT(WHITE LUSTRE),**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,17.2
21/1/2025,7/1/2025,W-HOPV,WOB00195,- None -,W | 27219268 BLACK SATIN (NIGHT SKY),**Darley stock** please pack in bundles and please don't mix sections SP731601,1,4,0,0,0,10.19
21/1/2025,10/1/2025,W-HOPV,WOB00314,C01589 EXCLUSIVE ALUMINIUM,W | GN248A CUSTOM BLACK MATT,- None -,4,20,0,0,0,47.23
21/1/2025,10/1/2025,W-HOPV,WOB00315,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,QUALITY CRITICAL- ORDER FOR DOOR STOP DAY SHIFT ONLY PLEASE,4,12,0,0,0,27.08
21/1/2025,13/1/2025,V-KYSB,WOB00316,C02107 LS WINDOWS & GLASS PTY LTD,NV | 272-9067S Monument Satin,CPO-E10/01,12,28,0,0,0,62.41
21/1/2025,13/1/2025,V-KYSB,WOB00318,C02107 LS WINDOWS & GLASS PTY LTD,NV | 272-9067S Monument Satin,CPO-Add on ori order,1,1,0,0,0,5.38
21/1/2025,13/1/2025,V-KYSB,WOB00329,C02811 GROUP 26 PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: STRIKING-PC,5,16,0,0,0,38.57
21/1/2025,13/1/2025,V-KYSB,WOB00332,C02165 TARANTO GLASS PTY LTD,NV | 260-8252M Jasper Matt,CPO-37394 + MILL FINISH TO GO WITH ORDER.,11,57,0,0,0,69.57
21/1/2025,13/1/2025,V-KYSB,WOB00339,C01821 ALUMINIUM WINDOWS & DOORS(AWDI WINDOWS PTY LTD TRADING AS,NV | 272-7257S Ironstone Satin *,CPO-E10/01,8,8,0,0,0,21.25
21/1/2025,13/1/2025,V-KYSB,WOB00340,C02811 GROUP 26 PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: ADD ON STRIKING-PC,1,26,0,0,0,28.45
21/1/2025,13/1/2025,V-KYSB,WOB00342,C02763 SOUTH GIPPSLAND GLASS (SR & KJ BREWER T/AS,NV | 272-32538 Stone Beige Matt,CPO: Stony Creek Racecourse,5,18,0,0,0,49.19
21/1/2025,13/1/2025,W-HOPV,WOB00321,C02048 DOOR STOP,W | GP129A MONUMENT(R) SATIN,- None -,6,7,0,0,0,11.55
21/1/2025,13/1/2025,W-HOPV,WOB00322,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GL180A CHARCOAL SATIN,- None -,12,17,0,0,0,26.55
21/1/2025,15/1/2025,V-KYSB,WOB00400,C01821 ALUMINIUM WINDOWS & DOORS(AWDI WINDOWS PTY LTD TRADING AS,NV | 272-19319 Black Matt,CPO-E13/01,8,8,0,0,0,21.25
21/1/2025,15/1/2025,V-KYSB,WOB00407,C02165 TARANTO GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO 37423 MILL FINISH TO GO WITH,10,13,0,0,0,17.28
21/1/2025,15/1/2025,W-HOPV,WOB00433,C02048 DOOR STOP,NV | GN150A BLACK SATIN,EXPRESS,1,2,0,0,0,3.86
21/1/2025,15/1/2025,W-HOPV,WOB00435,C01434 ZAZA ALUMINIUM,W | 27281880 CLASSIC PEARL WHITE,- None -,1,25,0,0,0,27.3
21/1/2025,16/1/2025,N-ESKP,WOB00360,- None -,NV | 272-32538 Stone Beige Matt,STOCK,1,1,0,0,0,1.14
21/1/2025,16/1/2025,N-ESKP,WOB00361,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,13,16,0,0,0,25.6
21/1/2025,16/1/2025,N-ESKP,WOB00372,- None -,NV | CHI-MONMT China Monument Mat,STOCK,1,10,0,0,0,29.12
21/1/2025,16/1/2025,N-ESKP,WOB00388,C00533 FEEL SAFE SOLUTIONS( JOHN MANACHIAN ),NV | GL352A Txtura Dune Texture,- None -,6,43,0,0,0,52.69
21/1/2025,16/1/2025,N-ESKP,WOB00389,C00533 FEEL SAFE SOLUTIONS( JOHN MANACHIAN ),NV | GA330A Txtura White Texture,- None -,6,43,0,0,0,52.69
21/1/2025,16/1/2025,N-ESKP,WOB00390,C00533 FEEL SAFE SOLUTIONS( JOHN MANACHIAN ),NV | GL329A Txtura Monument Texture,- None -,6,63,0,0,0,62.69
21/1/2025,16/1/2025,N-ESKP,WOB00391,C00555 TRIO DESIGNS (NSW) PL,NV | 90Z-1341S Appliance White Satin,- None -,1,6,0,0,0,4.68
21/1/2025,16/1/2025,N-ESKP,WOB00402,- None -,NV | CHI-HBRN China Hamm Brown,STOCK,1,2,0,0,0,1.22
21/1/2025,16/1/2025,N-ESKP,WOB00406,C00982 MAROUMBA GLASS AND ALUMINIUM,NV | 272-81880 Classic Pearl White Gloss,- None -,5,7,0,0,0,8.58
21/1/2025,16/1/2025,N-ESKP,WOB00413,- None -,NV | 272-19319 Black Matt,STOCK,1,70,0,0,0,62.34
21/1/2025,16/1/2025,N-ESKP,WOB00419,C00417 MANOLIS KASDAGLIS  T/A MGM WINDOWS & DOORS,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,- None -,2,6,0,0,0,16.11
21/1/2025,16/1/2025,N-ESKP,WOB00420,C00589 LUXE ALUMINIUM WINDOWS AND DOORS PTY LTD,NV | 272-9066M Monument Matt,- None -,9,49,0,0,0,74.81
21/1/2025,16/1/2025,N-ESKP,WOB00422,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,3,3,0,0,0,3.48
21/1/2025,16/1/2025,N-ESKP,WOB00425,- None -,NV | GD037A Primrose Gloss,STOCK,1,10,0,0,0,4.8
21/1/2025,16/1/2025,N-ESKP,WOB00426,- None -,NV | GD037A Primrose Gloss,STOCK,1,20,0,0,0,79.2
21/1/2025,16/1/2025,N-ESKP,WOB00428,- None -,NV | 971-8416Q Anodic Bronze Pearl Satin,STOCK,1,20,0,0,0,30
21/1/2025,16/1/2025,N-ESKP,WOB00429,- None -,NV | 272-9086G Charcoal Gloss,STOCK,1,20,0,0,0,13
21/1/2025,16/1/2025,V-KYSB,WOB00443,C02072 PROGLAZED WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,CPO REP 3 MARTIN ST REPLACEMENT- DAMAGED,1,3,0,0,0,4.5
21/1/2025,21/1/2025,V-KYSB,- None -,- None -,- None -,- None -,1,1,0,0,0,0
20/1/2025,6/1/2025,W-HOPV,WOB00044,C02907 CLIMATEFRAME PTY LTD,W | YY230A SILVER PEARL MATT,- None -,21,61,0,0,0,144.04
20/1/2025,6/1/2025,W-HOPV,WOB00080,C01274 BYFORD GLASS AND ALUMINIUM PTY LTD,W | GN150A BLACK SATIN,- None -,1,10,0,0,0,6.8
20/1/2025,8/1/2025,V-KYSB,WOB00207,C02846 TWINGLAZE PTY LTD,NV | GA078A Pearl White Gloss,CPO:R61286,1,3,0,0,0,5.97
20/1/2025,8/1/2025,V-KYSB,WOB00208,C02846 TWINGLAZE PTY LTD,NV | GD227A Anodic Off White Matt,CPO: T61558,1,5,0,0,0,9.95
20/1/2025,8/1/2025,V-KYSB,WOB00209,C02846 TWINGLAZE PTY LTD,NV | GN248A Custom Black Matt,CPO:T61464A,3,17,0,0,0,33.82
20/1/2025,8/1/2025,V-KYSB,WOB00210,C02846 TWINGLAZE PTY LTD,NV | GA124A White Satin,CPO:01774,2,4,0,0,0,2.32
20/1/2025,8/1/2025,V-KYSB,WOB00212,C02846 TWINGLAZE PTY LTD,NV | GL205A Woodland Grey Matt,CPO:W6084B,2,5,0,0,0,9.95
20/1/2025,8/1/2025,V-KYSB,WOB00214,C02846 TWINGLAZE PTY LTD,NV | GY235A Anodic Natural Matt *,CPO:T61522,1,4,0,0,0,7.96
20/1/2025,8/1/2025,V-KYSB,WOB00216,C02846 TWINGLAZE PTY LTD,NV | GA124A White Satin,CPO:T61539B,2,5,0,0,0,9.95
20/1/2025,8/1/2025,V-KYSB,WOB00217,C02846 TWINGLAZE PTY LTD,NV | GA078A Pearl White Gloss,CPO:T61563,1,2,0,0,0,3.98
20/1/2025,8/1/2025,V-KYSB,WOB00218,C02846 TWINGLAZE PTY LTD,NV | GA124A White Satin,CPO:T61486A,3,7,0,0,0,13.93
20/1/2025,8/1/2025,V-KYSB,WOB00219,C02846 TWINGLAZE PTY LTD,NV | GD227A Anodic Off White Matt,CPO:T61443E,1,11,0,0,0,21.88
20/1/2025,8/1/2025,V-KYSB,WOB00220,C02846 TWINGLAZE PTY LTD,NV | GD031A Primrose Gloss,CPO: T61543B,3,16,0,0,0,31.84
20/1/2025,8/1/2025,V-KYSB,WOB00221,C02846 TWINGLAZE PTY LTD,NV | GM100A Hamersley Brown Satin,CPO: T61448B,1,41,0,0,0,81.57
20/1/2025,9/1/2025,V-KYSB,WOB00260,- None -,NV | 272-19319 Black Matt,DARLEY STOCK - BACKORDERS,3,100,0,0,0,127
20/1/2025,9/1/2025,W-HOPV,WOB00259,C02970 ARC GLASS & ALUMINIUM,W | 27250243 OLDE PEWTER SATIN,PACK IN BUNDLES,7,9,0,0,0,22.22
20/1/2025,10/1/2025,V-KYSB,WOB00288,C01472 CREATIVE WINDOWS,NV | 272-19319 Black Matt,CPO: GZ15-Chris,9,11,0,0,0,25.85
20/1/2025,10/1/2025,V-KYSB,WOB00303,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,NV | 272-1139M White Matt,CPO: ST09.01.2025 WHITE,2,100,0,0,0,59.74
20/1/2025,13/1/2025,V-KYSB,WOB00319,C03119 360 WINDOWS PTY LTD,NV | 272-7197M Woodland Grey Matt,CPO 2337 cancelled by customer 14/1  customer req mf,1,5,0,0,0,7.38
20/1/2025,15/1/2025,N-ESKP,WOB00163,C00302 HARMONY BLINDS,NV | 272-7865S Basalt Satin *,- None -,4,20,0,0,0,18.55
20/1/2025,15/1/2025,N-ESKP,WOB00164,C01240 JACKSON R CAMPBELL TA JRC GLASS SOLUTIONS,Q | 272-81880 Classic Pearl White Gloss,- None -,4,5,0,0,0,10.16
20/1/2025,15/1/2025,N-ESKP,WOB00166,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | GA057A White Birch Gloss,- None -,3,3,0,0,0,6.95
20/1/2025,15/1/2025,N-ESKP,WOB00168,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | 272-81880 Classic Pearl White Gloss,- None -,1,3,0,0,0,3.28
20/1/2025,15/1/2025,N-ESKP,WOB00169,C03197 BRAX GROUP SYD PTY LTD,NV | 272-7255S Woodland Grey Satin,- None -,7,20,0,0,0,44.01
20/1/2025,15/1/2025,N-ESKP,WOB00171,- None -,NV | 272-19319 Black Matt,- None -,3,46,0,0,0,78.55
20/1/2025,15/1/2025,N-ESKP,WOB00180,C00972 WATERS AUTOMATIC DOORS,NV | 272-7197M Woodland Grey Matt,- None -,15,68,0,0,0,149.19
20/1/2025,15/1/2025,N-ESKP,WOB00200,- None -,NV | 272-9067S Monument Satin,- None -,1,20,0,0,0,47.88
20/1/2025,15/1/2025,N-ESKP,WOB00205,- None -,NV | 272-9086G Charcoal Gloss,- None -,1,20,0,0,0,13
20/1/2025,15/1/2025,N-ESKP,WOB00226,- None -,NV | 272-81880 Classic Pearl White Gloss,- None -,2,16,0,0,0,16.85
20/1/2025,15/1/2025,N-ESKP,WOB00227,- None -,NV | 272-9086G Charcoal Gloss,- None -,1,4,0,0,0,20.5
20/1/2025,15/1/2025,N-ESKP,WOB00243,C01077 CASH SALES NSW - DO NOT USE,NV | 272-81880 Classic Pearl White Gloss,- None -,2,4,0,0,0,9.01
20/1/2025,15/1/2025,N-ESKP,WOB00244,C00636 MONTAGUE GLASS HOUSE PTY LTD,NV | 272-9067S Monument Satin,- None -,1,2,0,0,0,1.11
20/1/2025,15/1/2025,N-ESKP,WOB00247,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | GP105A Woodland Grey Satin,- None -,3,3,0,0,0,7.66
20/1/2025,15/1/2025,N-ESKP,WOB00248,- None -,NV | 272-9086G Charcoal Gloss,STOCK,1,4,0,0,0,20.5
20/1/2025,15/1/2025,N-ESKP,WOB00268,- None -,NV | GA057A White Birch Gloss,STOCK,1,8,0,0,0,29.4
20/1/2025,15/1/2025,N-ESKP,WOB00269,- None -,NV | 272-9086G Charcoal Gloss,PAINT BOTH SIDES PLZ - STOCK,1,20,0,0,0,13
20/1/2025,15/1/2025,N-ESKP,WOB00277,C00636 MONTAGUE GLASS HOUSE PTY LTD,NV | 272-9067S Monument Satin,- None -,2,2,0,0,0,6.17
